LAST_PING_TIMESTAMP,COOKIE_ID,PAGE_SESSION_ID,PATH,NEW_USER,DEVICE,ENGAGED_TIME_ON_PAGE_SECONDS,CITY_NAME,COUNTRY_NAME,UTC_OFFSET_MINUTES,USER_AGENT,RECENCY,FREQUENCY,AUTHOR,SECTION,SECTION2,CONTENT_TYPE,PAGE_TITLE,SCROLLDEPTH,TOTAL_TIME_ON_PAGE_SECONDS,SUBSCRIBER_ACCT,PAGE_LOAD_TIME
1706754256,gKLr6rlQHjvhfUER,WimPznLt+GIgkSajUvGOlvCrOBA=,english.scoop.com/news/india/india-bloc-leaders-criticize-centre-over-hemant-soren-s-resignation-1.9287368,TRUE,mobile,2,Kochi,India,330,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",0,1,anandp,"news,news/india,regular articles,medium content",News India,english article,"""Blow to Federalism"": INDIA Bloc leaders assail Centre over Hemant Soren's resignation, india bloc, hemant soren, jharkhand, enforcement directorate",1088,2,0,3086
1706764349,KlzJSRLeAE/PwS6U,uLFl/TkdlG1wy/13fvrb9ZSQTGQ=,english.scoop.com/news/india/india-bloc-leaders-criticize-centre-over-hemant-soren-s-resignation-1.9287368,TRUE,desktop,10,Dubai,United Arab Emirates,240,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",0,1,anandp,"news,news/india,regular articles,medium content",News India,english article,"""Blow to Federalism"": INDIA Bloc leaders assail Centre over Hemant Soren's resignation, india bloc, hemant soren, jharkhand, enforcement directorate",1869,10,0,1435
1706752303,SHEJXA7Ov31tjWF4,8N6epzICPMcsnywaek1SQiF6MOw=,english.scoop.com/news/india/india-bloc-leaders-criticize-centre-over-hemant-soren-s-resignation-1.9287368,TRUE,mobile,32,Thrissur,India,330,"Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-J810G) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/23.0 Chrome/115.0.0.0 Mobile Safari/537.36",0,1,anandp,"news,news/india,regular articles,medium content",News India,english article,"""Blow to Federalism"": INDIA Bloc leaders assail Centre over Hemant Soren's resignation, india bloc, hemant soren, jharkhand, enforcement directorate",4596,45,0,6304
1706767643,WElG5mKkWKcWeb9B,pFD5qN9S1g3UGQYzjqhnTPnZ1Vw=,english.scoop.com/news/india/india-bloc-leaders-criticize-centre-over-hemant-soren-s-resignation-1.9287368,TRUE,desktop,19,Bengaluru,India,330,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2.1 Safari/605.1.15",0,1,anandp,"news,news/india,regular articles,medium content",News India,english article,"""Blow to Federalism"": INDIA Bloc leaders assail Centre over Hemant Soren's resignation, india bloc, hemant soren, jharkhand, enforcement directorate",6011,436,0,431
1706791087,I81lvAz8ybmUzHOb,XlO45/WnQ/GCysYyK3pnml1wEgc=,english.scoop.com/news/india/india-bloc-leaders-criticize-centre-over-hemant-soren-s-resignation-1.9287368,FALSE,mobile,0,Limassol,Cyprus,210,"Mozilla/5.0 (Linux; Android 13; TECNO BG6 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/121.0.6167.84 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/448.0.0.30.115;]",1,16,anandp,"news,news/india,regular articles,medium content",News India,english article,"""Blow to Federalism"": INDIA Bloc leaders assail Centre over Hemant Soren's resignation, india bloc, hemant soren, jharkhand, enforcement directorate",3289,150,0,29447
1706755532,TsIw5Wopc9GmiOZE,x3ZFwExbLVZAjXaTP6WHSu5ZG30=,english.scoop.com/news/india/india-bloc-leaders-criticize-centre-over-hemant-soren-s-resignation-1.9287368,FALSE,desktop,15,Pompano Beach,United States,-300,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",1,16,anandp,"news,news/india,regular articles,medium content",News India,english article,"""Blow to Federalism"": INDIA Bloc leaders assail Centre over Hemant Soren's resignation, india bloc, hemant soren, jharkhand, enforcement directorate",2690,15,0,348
1706759880,#NAME?,/XHzbFECZ/gUfEh/vpvxCCYyDnY=,english.scoop.com/news/india/india-bloc-leaders-criticize-centre-over-hemant-soren-s-resignation-1.9287368,FALSE,desktop,1,Bengaluru,India,330,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 Edg/120.0.0.0",1,11,anandp,"news,news/india,regular articles,medium content",News India,english article,"""Blow to Federalism"": INDIA Bloc leaders assail Centre over Hemant Soren's resignation, india bloc, hemant soren, jharkhand, enforcement directorate",971,1,0,1066
1706763974,#NAME?,oFMPTSyImITjHwp8fQ+/gF0wtb8=,english.scoop.com/news/india/india-bloc-leaders-criticize-centre-over-hemant-soren-s-resignation-1.9287368,TRUE,desktop,16,Chennai,India,330,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",0,1,anandp,"news,news/india,regular articles,medium content",News India,english article,"""Blow to Federalism"": INDIA Bloc leaders assail Centre over Hemant Soren's resignation, india bloc, hemant soren, jharkhand, enforcement directorate",2119,435,0,16426
1706750020,6ioegqCWUBzhRLYd,qO2BaCii192HeZz62rszQd2CC4Q=,english.scoop.com/news/india/india-bloc-leaders-criticize-centre-over-hemant-soren-s-resignation-1.9287368,TRUE,desktop,84,Auckland,New Zealand,780,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 Edg/121.0.0.0",0,1,anandp,"news,news/india,regular articles,medium content",News India,english article,"""Blow to Federalism"": INDIA Bloc leaders assail Centre over Hemant Soren's resignation, india bloc, hemant soren, jharkhand, enforcement directorate",8642,165,0,1607
1706778429,e9buBXoaBupx2Yoc,j5yWcjiGExZJwXACWa529MzxeIQ=,english.scoop.com/news/india/india-bloc-leaders-criticize-centre-over-hemant-soren-s-resignation-1.9287368,FALSE,desktop,41,Kottayam,India,330,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0,1,7,anandp,"news,news/india,regular articles,medium content",News India,english article,"""Blow to Federalism"": INDIA Bloc leaders assail Centre over Hemant Soren's resignation, india bloc, hemant soren, jharkhand, enforcement directorate",2485,604,0,1867
1706751153,ARYPNueokxG+HqnK,KhuBe9smL2ZtLMoW/JM+fYQDmpM=,english.scoop.com/news/india/india-bloc-leaders-criticize-centre-over-hemant-soren-s-resignation-1.9287368,FALSE,mobile,4,Kollam,India,330,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",0,1,anandp,"news,news/india,regular articles,medium content",News India,english article,"""Blow to Federalism"": INDIA Bloc leaders assail Centre over Hemant Soren's resignation, india bloc, hemant soren, jharkhand, enforcement directorate",751,16,0,1842
1706753316,3Vaatme9EEGqV9E8,Mxm33OJD+upuCrseDzLw5ZQYw6U=,english.scoop.com/news/india/india-bloc-leaders-criticize-centre-over-hemant-soren-s-resignation-1.9287368,FALSE,mobile,24,Kottayam,India,330,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",4,3,anandp,"news,news/india,regular articles,medium content",News India,english article,"""Blow to Federalism"": INDIA Bloc leaders assail Centre over Hemant Soren's resignation, india bloc, hemant soren, jharkhand, enforcement directorate",2537,45,1,2036
1706762834,0txNSBbZr6r86XnT,DDkVSaUXT/hk/M7TLkU+LJvLEUM=,english.scoop.com/news/india/india-bloc-leaders-criticize-centre-over-hemant-soren-s-resignation-1.9287368,TRUE,desktop,5,Slough,United Kingdom,0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",0,1,anandp,"news,news/india,regular articles,medium content",News India,english article,"""Blow to Federalism"": INDIA Bloc leaders assail Centre over Hemant Soren's resignation, india bloc, hemant soren, jharkhand, enforcement directorate",1080,15,0,2417
1706751776,54aMj3JBbvXEH4jc,X/5XLcwjnkhUiS9gSsS1xT5mKRI=,english.scoop.com/news/india/india-bloc-leaders-criticize-centre-over-hemant-soren-s-resignation-1.9287368,FALSE,mobile,84,,India,330,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",1,2,anandp,"news,news/india,regular articles,medium content",News India,english article,"""Blow to Federalism"": INDIA Bloc leaders assail Centre over Hemant Soren's resignation, india bloc, hemant soren, jharkhand, enforcement directorate",6562,122,0,3645
1706759692,td7uJgYWhR7+XHKW,u0rS8ypuo9cl/ZBlw5itemzib4w=,english.scoop.com/news/india/india-bloc-leaders-criticize-centre-over-hemant-soren-s-resignation-1.9287368,FALSE,mobile,13,Sharjah,United Arab Emirates,240,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",2,10,anandp,"news,news/india,regular articles,medium content",News India,english article,"""Blow to Federalism"": INDIA Bloc leaders assail Centre over Hemant Soren's resignation, india bloc, hemant soren, jharkhand, enforcement directorate",1322,15,0,1774
1706748575,5mBaaqcWw9eX+Rih,grnG3RzF0/VufKFnRZKvLKOuePw=,english.scoop.com/news/india/india-bloc-leaders-criticize-centre-over-hemant-soren-s-resignation-1.9287368,FALSE,mobile,30,,India,330,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36",1,16,anandp,"news,news/india,regular articles,medium content",News India,english article,"""Blow to Federalism"": INDIA Bloc leaders assail Centre over Hemant Soren's resignation, india bloc, hemant soren, jharkhand, enforcement directorate",1385,90,0,1466
1706749548,dgAAc0fYaWDGdTef,GCcdYRHCnEsdKP27RquS0wKwqMQ=,english.scoop.com/news/india/india-bloc-leaders-criticize-centre-over-hemant-soren-s-resignation-1.9287368,FALSE,mobile,0,Kochi,India,330,"Mozilla/5.0 (Linux; Android 11; motorola one fusion+ Build/RPIS31.Q2-42-25-3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/121.0.6167.84 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/448.0.0.30.115;]",1,14,anandp,"news,news/india,regular articles,medium content",News India,english article,"""Blow to Federalism"": INDIA Bloc leaders assail Centre over Hemant Soren's resignation, india bloc, hemant soren, jharkhand, enforcement directorate",1195,15,0,1860
1706749571,5M4989Lz/1xZgfAY,51rOfWNCkWn2OXYWuXviRuDMWik=,english.scoop.com/news/india/india-bloc-leaders-criticize-centre-over-hemant-soren-s-resignation-1.9287368,FALSE,mobile,188,Kottayam,India,330,"Mozilla/5.0 (Linux; Android 8.1.0; Moto G (5S) Plus) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Mobile Safari/537.36",1,15,anandp,"news,news/india,regular articles,medium content",News India,english article,"""Blow to Federalism"": INDIA Bloc leaders assail Centre over Hemant Soren's resignation, india bloc, hemant soren, jharkhand, enforcement directorate",5251,285,0,7589
1706752544,5PNTtcZF8+YBn7Ci,uvwISwv613oeQ95b3nfCBqaEyto=,english.scoop.com/news/india/india-bloc-leaders-criticize-centre-over-hemant-soren-s-resignation-1.9287368,FALSE,mobile,10,Kochi,India,330,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",1,16,anandp,"news,news/india,regular articles,medium content",News India,english article,"""Blow to Federalism"": INDIA Bloc leaders assail Centre over Hemant Soren's resignation, india bloc, hemant soren, jharkhand, enforcement directorate",1787,15,0,3670
1706760435,5icevpMbGFPgGtqr,mFi5ACsrEHKCjT7e+LSwRa1UBYU=,english.scoop.com/news/india/india-bloc-leaders-criticize-centre-over-hemant-soren-s-resignation-1.9287368,FALSE,mobile,11,,Philippines,180,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",1,16,anandp,"news,news/india,regular articles,medium content",News India,english article,"""Blow to Federalism"": INDIA Bloc leaders assail Centre over Hemant Soren's resignation, india bloc, hemant soren, jharkhand, enforcement directorate",3111,30,0,70122
1706749511,GBWRYUM1J1ePj6d,pjVGvsJxDH0AaUBelKrj+V0cdNM=,english.scoop.com/news/india/india-bloc-leaders-criticize-centre-over-hemant-soren-s-resignation-1.9287368,FALSE,desktop,108,Canberra,Australia,660,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",1,16,anandp,"news,news/india,regular articles,medium content",News India,english article,"""Blow to Federalism"": INDIA Bloc leaders assail Centre over Hemant Soren's resignation, india bloc, hemant soren, jharkhand, enforcement directorate",6140,180,0,1787
1706750425,#NAME?,nducTgp/yNbnF3MjT6Wuamx34VQ=,english.scoop.com/news/india/india-bloc-leaders-criticize-centre-over-hemant-soren-s-resignation-1.9287368,FALSE,mobile,2,,United States,-300,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/119.0.6045.169 Mobile/15E148 Safari/604.1",0,1,anandp,"news,news/india,regular articles,medium content",News India,english article,"""Blow to Federalism"": INDIA Bloc leaders assail Centre over Hemant Soren's resignation, india bloc, hemant soren, jharkhand, enforcement directorate",813,15,0,402
1706803772,fo0jb1p8XoRN4bSZ,b/uiClU4xAfHtW/AVz64vXxRvms=,english.scoop.com/news/india/india-bloc-leaders-criticize-centre-over-hemant-soren-s-resignation-1.9287368,FALSE,desktop,30,Edmonton,Canada,-420,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:109.0) Gecko/20100101 Firefox/115.0,1,10,anandp,"news,news/india,regular articles,medium content",News India,english article,"""Blow to Federalism"": INDIA Bloc leaders assail Centre over Hemant Soren's resignation, india bloc, hemant soren, jharkhand, enforcement directorate",2048,45,0,2310
1706750168,91s72C9VrmpVD8P0,8EJh8Y3P1RZtR2vCjrRCn0LRB/o=,english.scoop.com/news/india/india-bloc-leaders-criticize-centre-over-hemant-soren-s-resignation-1.9287368,FALSE,mobile,114,Kozhikode,India,330,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",1,16,anandp,"news,news/india,regular articles,medium content",News India,english article,"""Blow to Federalism"": INDIA Bloc leaders assail Centre over Hemant Soren's resignation, india bloc, hemant soren, jharkhand, enforcement directorate",5483,240,0,1598
1706843973,tNTUujeeUyfJjdJi,5aJSQ7FLszHuK79oxLDTpuBAMq0=,english.scoop.com/news/india/india-bloc-leaders-criticize-centre-over-hemant-soren-s-resignation-1.9287368,FALSE,desktop,37,Bengaluru,India,330,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",0,1,anandp,"news,news/india,regular articles,medium content",News India,english article,"""Blow to Federalism"": INDIA Bloc leaders assail Centre over Hemant Soren's resignation, india bloc, hemant soren, jharkhand, enforcement directorate",1359,106,0,3323
1706794507,XojHvm7c7IJFcrft,Qp8IqTnb9TI4x71RSyL6xm2dgEQ=,english.scoop.com/news/india/india-bloc-leaders-criticize-centre-over-hemant-soren-s-resignation-1.9287368,FALSE,mobile,9,Erode,India,330,"Mozilla/5.0 (Linux; Android 10; M2006C3LI) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36",0,1,anandp,"news,news/india,regular articles,medium content",News India,english article,"""Blow to Federalism"": INDIA Bloc leaders assail Centre over Hemant Soren's resignation, india bloc, hemant soren, jharkhand, enforcement directorate",4997,12,0,5415
1706751364,DMgjoJXsQXVYGtIH,hGUJgk7GGNL6s28a2/57Dvdy1L4=,english.scoop.com/news/india/india-bloc-leaders-criticize-centre-over-hemant-soren-s-resignation-1.9287368,FALSE,mobile,31,Sharjah,United Arab Emirates,240,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",1,14,anandp,"news,news/india,regular articles,medium content",News India,english article,"""Blow to Federalism"": INDIA Bloc leaders assail Centre over Hemant Soren's resignation, india bloc, hemant soren, jharkhand, enforcement directorate",3366,60,0,4315
1706750713,ZqWvxCnPp4Z39Qm1,AsJVbQXghYl3X/8T6wlArTe65ik=,english.scoop.com/news/india/india-bloc-leaders-criticize-centre-over-hemant-soren-s-resignation-1.9287368,FALSE,mobile,74,Abu Dhabi,United Arab Emirates,240,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",1,16,anandp,"news,news/india,regular articles,medium content",News India,english article,"""Blow to Federalism"": INDIA Bloc leaders assail Centre over Hemant Soren's resignation, india bloc, hemant soren, jharkhand, enforcement directorate",5398,165,0,1657
1706751266,FrOKIth9E8GnWPwQ,W8NSHM5GRQMXiVzG7AAMELoMQG8=,english.scoop.com/news/india/india-bloc-leaders-criticize-centre-over-hemant-soren-s-resignation-1.9287368,FALSE,mobile,25,Kochi,India,330,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",1,3,anandp,"news,news/india,regular articles,medium content",News India,english article,"""Blow to Federalism"": INDIA Bloc leaders assail Centre over Hemant Soren's resignation, india bloc, hemant soren, jharkhand, enforcement directorate",3443,45,0,1959
1706795778,5tkg2Cm5lxz49MBY,R24q4VWlCCQCYJkLuhBTzT3OKW4=,english.scoop.com/news/india/india-bloc-leaders-criticize-centre-over-hemant-soren-s-resignation-1.9287368,TRUE,desktop,3,Thrissur,India,330,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",0,1,anandp,"news,news/india,regular articles,medium content",News India,english article,"""Blow to Federalism"": INDIA Bloc leaders assail Centre over Hemant Soren's resignation, india bloc, hemant soren, jharkhand, enforcement directorate",2527,4,0,1014
1706752055,Z0V76QXheeuLdCop,wjCXacCoY9Hlxtny26tWYMxehfE=,english.scoop.com/news/india/india-bloc-leaders-criticize-centre-over-hemant-soren-s-resignation-1.9287368,FALSE,mobile,36,Buraimi,Oman,240,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",1,2,anandp,"news,news/india,regular articles,medium content",News India,english article,"""Blow to Federalism"": INDIA Bloc leaders assail Centre over Hemant Soren's resignation, india bloc, hemant soren, jharkhand, enforcement directorate",3190,45,0,1058
1706749355,ME+q3P0vc/wr13gJ,8wWz3ZG/vGKYbtHehC7TieiC4Bw=,english.scoop.com/news/india/india-bloc-leaders-criticize-centre-over-hemant-soren-s-resignation-1.9287368,FALSE,mobile,12,Malappuram,India,330,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",1,16,anandp,"news,news/india,regular articles,medium content",News India,english article,"""Blow to Federalism"": INDIA Bloc leaders assail Centre over Hemant Soren's resignation, india bloc, hemant soren, jharkhand, enforcement directorate",1511,30,0,1592
1706753927,CGwBla7/7iah1ZtT,F7LuBc5IEFeVj5S9V/zBoqqgfvk=,english.scoop.com/news/india/india-bloc-leaders-criticize-centre-over-hemant-soren-s-resignation-1.9287368,TRUE,desktop,5,Slough,United Kingdom,0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",0,1,anandp,"news,news/india,regular articles,medium content",News India,english article,"""Blow to Federalism"": INDIA Bloc leaders assail Centre over Hemant Soren's resignation, india bloc, hemant soren, jharkhand, enforcement directorate",1080,30,0,3447
1706769726,o0LgX2nrm5j7Krba,WGjUQMyd8BT4zzA/u/WSPSylt74=,english.scoop.com/news/india/india-bloc-leaders-criticize-centre-over-hemant-soren-s-resignation-1.9287368,FALSE,desktop,20,Bengaluru,India,330,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",1,2,anandp,"news,news/india,regular articles,medium content",News India,english article,"""Blow to Federalism"": INDIA Bloc leaders assail Centre over Hemant Soren's resignation, india bloc, hemant soren, jharkhand, enforcement directorate",3052,75,0,1994
1708868487,R0tzxnAmrtkiu45g,c8wnn0n5syTCF4Pn+RGOoekgSRc=,english.scoop.com/movies-music/news/zaira-wasimbollywood-1.6063915,TRUE,mobile,3,,Iran,210,"Mozilla/5.0 (Linux; Android 6.0; MYA-L22 Build/HUAWEIMYA-L22) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Mobile Safari/537.36",0,1,"sysadmin,anandp","movies & music,movies & music/news,regular articles,medium content",Movies-Music,english article,"""Dangal"" fame Zaira Wasim shares first picture 2 years after quitting showbiz, Zaira Wasim photos, latest news Zaira Wasim, bollywood news, latest news india, movie news",486,4,0,6176
1709014206,8NgdQHbXb5GOTNnv,1MbFJPQdcNiURzSHfCX7owi7r7k=,english.scoop.com/news/india/feeling-elated-says-tn-cm-stalin-after-arriving-in-patna-ahead-of-opp-meet-1.8668054,FALSE,desktop,1,Schongau,Germany,0,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en-US) AppleWebKit/537.36 (KHTML, like Gecko) cXensebot/2.0; +http://www.cxense.com/bot.html Safari/533.3",1,2,anandp,"news,news/india,regular articles,medium content",News India,english article,"""Feeling elated,"" says TN CM Stalin after arriving in Patna ahead of opp meet, Tamil Nadu, Chief Minister Stalin, Patna, india opposition party meet, Congress, DMK",600,1,0,494
1709016507,Dag08zhI3Ml6tET1,Wb+mB0jJCEDG7B5HHo6CwglX1/0=,english.scoop.com/news/india/feeling-elated-says-tn-cm-stalin-after-arriving-in-patna-ahead-of-opp-meet-1.8668054,FALSE,desktop,0,,India,330,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36 Avast/109.0.19981.120",0,1,anandp,"news,news/india,regular articles,medium content",News India,english article,"""Feeling elated,"" says TN CM Stalin after arriving in Patna ahead of opp meet, Tamil Nadu, Chief Minister Stalin, Patna, india opposition party meet, Congress, DMK",503,300,0,2771
1707827969,TrdTDDxRYmQJzp4v,O7f9YjEsja23e0BUhXbETQxoJTw=,english.scoop.com/news/india/feeling-elated-says-tn-cm-stalin-after-arriving-in-patna-ahead-of-opp-meet-1.8668054,TRUE,mobile,0,Chennai,India,330,Mozilla/5.0 (Android 14; Mobile; rv:122.0) Gecko/122.0 Firefox/122.0,0,1,anandp,"news,news/india,regular articles,medium content",News India,english article,"""Feeling elated,"" says TN CM Stalin after arriving in Patna ahead of opp meet, Tamil Nadu, Chief Minister Stalin, Patna, india opposition party meet, Congress, DMK",664,0,0,3021
1706872813,D0MCQj/QWhckrEaS,srhAxD8EqRDjAORy7r/kkzjVQvc=,english.scoop.com/news/india/feeling-elated-says-tn-cm-stalin-after-arriving-in-patna-ahead-of-opp-meet-1.8668054,FALSE,desktop,7,Chennai,India,-480,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",6,2,anandp,"news,news/india,regular articles,medium content",News India,english article,"""Feeling elated,"" says TN CM Stalin after arriving in Patna ahead of opp meet, Tamil Nadu, Chief Minister Stalin, Patna, india opposition party meet, Congress, DMK",2266,30,0,2621
1709015661,Dag08zhI3Ml6tET1,ceOtaLpBGj688OUiF6Ezl4Er5s8=,english.scoop.com/news/india/feeling-elated-says-tn-cm-stalin-after-arriving-in-patna-ahead-of-opp-meet-1.8668054,TRUE,desktop,8,,India,330,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36 Avast/109.0.19981.120",0,1,anandp,"news,news/india,regular articles,medium content",News India,english article,"""Feeling elated,"" says TN CM Stalin after arriving in Patna ahead of opp meet, Tamil Nadu, Chief Minister Stalin, Patna, india opposition party meet, Congress, DMK",2718,1464,0,5719
1708939226,s/L5ZipxVn8PPfnC,D/8AIb7xV/2+t3v/dSvlaEEEahs=,english.scoop.com/news/india/feeling-elated-says-tn-cm-stalin-after-arriving-in-patna-ahead-of-opp-meet-1.8668054,TRUE,desktop,13,Chennai,India,330,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",0,1,anandp,"news,news/india,regular articles,medium content",News India,english article,"""Feeling elated,"" says TN CM Stalin after arriving in Patna ahead of opp meet, Tamil Nadu, Chief Minister Stalin, Patna, india opposition party meet, Congress, DMK",2751,45,0,3055
1709027832,1Fxrkt0GRmKm3GrH,y76UoL+S+ys7ADJVDDBdrB4IdWM=,english.scoop.com/news/WB/annie-raja-responds-to-facing-rahul-gandhi-in-wayanad-1.9360379,FALSE,mobile,1,Mumbai,India,330,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",8,2,anandp,"news,news/WB,regular articles,medium content",News WB,english article,"""Fight is between LDF and UDF...,"" Annie Raja on facing Rahul Gandhi in Wayanad, annie raja, wayanad, rahul gandhi, india, lok sabha 2024 polls",923,1,0,2748
1709043325,g3ZzY1mOLCp5/YWU,rbjCGP6Q731oBZbI/iM46gDDXNI=,english.scoop.com/news/WB/annie-raja-responds-to-facing-rahul-gandhi-in-wayanad-1.9360379,TRUE,desktop,25,Delhi,India,330,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 Edg/122.0.0.0",0,1,anandp,"news,news/WB,regular articles,medium content",News WB,english article,"""Fight is between LDF and UDF...,"" Annie Raja on facing Rahul Gandhi in Wayanad, annie raja, wayanad, rahul gandhi, india, lok sabha 2024 polls",3021,45,0,1202
1708999938,W9MTnZBYN2OJN2Aq,FTTSCtZ8da93+evcsFY6u9ImJkw=,english.scoop.com/news/WB/annie-raja-responds-to-facing-rahul-gandhi-in-wayanad-1.9360379,FALSE,mobile,1,Lower Sackville,Canada,-240,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",2,13,anandp,"news,news/WB,regular articles,medium content",News WB,english article,"""Fight is between LDF and UDF...,"" Annie Raja on facing Rahul Gandhi in Wayanad, annie raja, wayanad, rahul gandhi, india, lok sabha 2024 polls",663,1,0,313
